repo,id,number,title,state,created_at,updated_at,labels,author,body
upstash/context7,3282955091,484,c7 auth login,closed,2025-08-01T07:54:02Z,2025-08-06T06:54:54Z,[],ejdenh,"C:\Users\Gebruiker>c7 auth login
- Resolving project ""auth""...Error fetching projects: SyntaxError: Unexpected token '<', ""<!DOCTYPE ""... is not valid JSON
    at JSON.parse (<anonymous>)
    at parseJSONFromBytes (node:internal/deps/undici/undici:6251:19)
    at successSteps (node:internal/deps/undici/undici:6232:27)
    at readAllBytes (node:internal/deps/undici/undici:5201:13)
    at process.processTicksAndRejections (node:internal/process/task_queues:105:5)
× Error: Unexpected token '<', ""<!DOCTYPE ""... is not valid JSON

┌───────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┐
│                                                                                         Data provided by Context7 API                                                                                         │
└───────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┘

Assertion failed: !(handle->flags & UV_HANDLE_CLOSING), file src\win\async.c, line 76"
upstash/context7,3282295615,483,facing conversion failure for an api document page by redocly,closed,2025-08-01T02:36:02Z,2025-08-04T03:12:14Z,[],generalaimaker,"trying to add source from api documentation page but could complete.

the webpage i ve been trying to add is https://www.api-football.com/documentation-v3 

it is by redocly, which is widely used for an api documentation.

please check."
upstash/context7,3281283402,482,DevExpress XAF,closed,2025-07-31T17:43:05Z,2025-08-14T11:09:18Z,[],r1di,"Could you please index the devexpress XAF documentation?

https://docs.devexpress.com/eXpressAppFramework/112670/expressapp-framework"
upstash/context7,3279301529,480,The token number is limited,closed,2025-07-31T06:39:18Z,2025-09-04T20:40:08Z,[],gnayiac,"For a library, the maximum number of tokens I can obtain is only 100000.

The actutal number of token is much larger, is there any way I can obtain more tokens?"
upstash/context7,3279138626,479,MudBalzor is blocked from registering on the website.,closed,2025-07-31T05:07:10Z,2025-08-02T16:32:51Z,[],copycatcode,"https://mudblazor.com/

The site has a low WEBSITE SCORE, which is preventing me from registering.
Is there any way I can improve my score or register?"
upstash/context7,3277911900,478,Preach!,closed,2025-07-30T17:29:48Z,2025-08-02T16:33:04Z,[],hunterhogan,"Please tell developers about the importance of docstrings and comments written with decent grammar, no matter what language they are writing in. If you are not a professional writer, here are some simple, low-effort changes that have disproportionately large benefits:

1. Get tools to do most of the work for you, such as (I'm not affiliated with them.):
    - [Spelling Checker for Visual Studio Code](https://github.com/streetsidesoftware/vscode-spell-checker).
    - [Grammarly](https://www.grammarly.com/) for in-browser checks.
2. _SVO all day long_ (Subject-Verb-Object).
3. Complete sentences: _no sentence fragments_.
4. Full stop. Full stop. For the love of puppies and cookies, _use a full stop_: also called a period.
5. _Do NOT write interesting, engaging prose_: always use the same word to mean the same thing.
6. Always _backtick_ technical terms.

# Summary

```pre
You and your tool should write, ""The subject verbs the `object`."" (Full stop.)
```"
upstash/context7,3275215684,476,Add instructions on how to add context7 to Perplexity,closed,2025-07-29T23:13:42Z,2025-08-01T09:41:47Z,[],vasanthdharmaraj,"Perplexity Desktop now supports [MCP servers](https://www.perplexity.ai/help-center/en/articles/11502712-local-and-remote-mcps-for-perplexity). Since the install instructions are added in the README for similar applications like Claude Desktop, it would be good to add the instructions for Perplexity too. 

If this is ok I can create a PR adding the instructions."
upstash/context7,3275013158,475,Error 500 on new package,closed,2025-07-29T21:15:40Z,2025-07-30T15:32:47Z,[],NatoBoram,"Hi!

I tried adding https://context7.com/natoboram/blackcompany, but all I got is a `500` with *Failed to fetch snippets and QAs for library, please try again later.*.

I'm not sure how to proceed. Is it because the Q&A section might be empty?"
upstash/context7,3274001953,474,Feature request: parse Doxygen files (.dox extension),closed,2025-07-29T15:05:26Z,2025-07-31T07:17:46Z,[],enricodetoma,"Would it be possibile to support Doxygen files (.dox extension) while parsing a github repo documentation?

For example, this library's documentation was not parsed because its doc folder has files in .dox format:
https://github.com/mosra/magnum
"
upstash/context7,3271198053,472,https://context7.com/calogica/dbt-expectations > update to https://github.com/metaplane/dbt-expectations,closed,2025-07-28T20:07:44Z,2025-07-28T20:54:02Z,[],ChrisGutknecht,"the repo dbt-expectations is no longer maintained by Claus Herther aka calogica. 

See `Note: This package is no longer actively supported.`
https://github.com/calogica/dbt-expectations?tab=readme-ov-file#note-this-package-is-no-longer-actively-supported

It is now maintained by metaplane: 
https://github.com/metaplane/dbt-expectations"
upstash/context7,3268651964,460,pyopenms stuck in processing mode,closed,2025-07-28T08:06:14Z,2025-07-28T11:42:55Z,[],timosachsenberg,"https://context7.com/context7/pyopenms_readthedocs_io-en
Since at least a week or two"
upstash/context7,3267269948,459,Laravel Folio,closed,2025-07-27T17:10:21Z,2025-07-28T06:24:22Z,[],divinitybytes,"https://github.com/laravel/folio

Showing as 'no code'"
upstash/context7,3266556128,458,Searching for  some  libraries returns repeated output,closed,2025-07-27T04:31:17Z,2025-07-28T13:07:46Z,[],matrs,"I've been trying the context7 web interface, just to check it, and more than once I've got repeated snippets for a search for different libraries.  For example, the first 5 snippets are the same, but different url source ( different library version in the url):

[repeated snippets result](https://context7.com/apify/crawlee/llms.txt?topic=enqueueLinks+limit)

My concern it's about this redundancy and all the wasted tokens potentially passed to an LLM. Can or will context7 do something about this kind of cases, where a search returns the same snippets (or probably way more difficult to solve, very similar snippets that don't really add any useful information)?
"
upstash/context7,3265683126,457,Cod kf,closed,2025-07-26T13:54:28Z,2025-07-26T13:55:49Z,[],thilinardeaf536-web,
upstash/context7,3261718180,456,Trying to add zoho books api,closed,2025-07-25T01:54:44Z,2025-07-25T12:18:00Z,[],mmabas77,"Iam trying to add this 
https://www.zoho.com/books/api/v3/introduction/#organization-id

But its always giving me Failed to determine project name"
upstash/context7,3260834554,454,Context7 search freeze my phone and even my computer,closed,2025-07-24T18:32:32Z,2025-08-09T14:12:25Z,[],onigetoc,"Context7 search sometime freeze my phone and even my computer several minutes and even make Chrome crash.
Your javascript search is very bad on cpu.
My computer and phone may not up to date, but a website that freeze my hardware so much may happen only once each 3 to 4 months.
I just right now give up a search on context7 on my phone after 3 attempts for a given repo and wait 3 to 5 minutes before get out by change app view  returning to chrome and rapidly go back before the page reload to not freeze again."
upstash/context7,3259336155,453,Cannot parse documentations of kubernetes/website with another tag,closed,2025-07-24T10:12:26Z,2025-07-24T11:53:37Z,[],jwang-sue,"I wanted to work with several versions of k8s documentations apart from `latest`, but when i selected another tag and pressed the button it gave me an error: Too many concurrent parsing processes. Try again in a few minutes.

<img width=""1053"" height=""742"" alt=""Image"" src=""https://github.com/user-attachments/assets/6d1ce2f1-eb61-41a1-97d1-14c050683452"" />"
upstash/context7,3259225922,452,Incorrect docker image in the doc,closed,2025-07-24T09:39:31Z,2025-08-13T09:02:01Z,[],serhiicherepanov,"Unable to find image 'context7-mcp:latest' locally
docker: Error response from daemon: pull access denied for context7-mcp, repository does not exist or may require 'docker login': denied: requested access to the resource is denied."
upstash/context7,3256462842,449,Remove duplicate firecms library,closed,2025-07-23T13:43:44Z,2025-07-24T11:58:53Z,[],marianmoldovan,"Hello,

We recently added the documentation for [firecms](https://firecms.co). I added first the llms.txt and then also the website link. So now we have 2 duplicated entries:
- FireCMS 
- FireCMS (llmstxt)

We want to keep only the llmstxt source, since is the one we are updating. Can we remove the other one and change the name of the FireCMS (llmstxt) to FireCMS?

Thankx
Kind regards
Marian"
upstash/context7,3253227858,448,feat: doxygen support,closed,2025-07-22T15:52:12Z,2025-07-23T08:47:41Z,[],cflanderscpc,"Many libraries / codebases I come in contact with use Doxygen to output code documentation.   I've tried passing the URL to one of the better known doxygen generated sites to the ""add a library"" function on the website but it always fails to figure out the project name

https://doc.wikimedia.org/mediawiki-core/master/php/index.html

This site (and related sites) provide some of the most up to date documentation of codebases available.  In Mediawiki's case it's even generated per release - so if you change ""master"" out for ""REL1_44"" or ""REL1_39"" for example, you get code specific to those versions of MediaWiki"
upstash/context7,3252554366,446,how to config mcp in Code Buddy?,closed,2025-07-22T12:47:01Z,2025-07-22T12:49:17Z,[],Aimer779,"<img width=""634"" height=""420"" alt=""Image"" src=""https://github.com/user-attachments/assets/75a33ade-be70-44d7-bbca-423c54126a94"" />

<img width=""358"" height=""61"" alt=""Image"" src=""https://github.com/user-attachments/assets/3467d206-6592-4d32-8560-b239309d28e1"" />"
upstash/context7,3248539561,442,Website‑score gate blocks importing OneTick.py docs (score 7 < 9),closed,2025-07-21T12:48:42Z,2025-07-21T16:35:42Z,[],OlegTestov,"Hello!

I’m trying to add Onetick.py documentation from
https://docs.pip.distribution.sol.onetick.com/
to Context7, but the website score is currently too low.

Could you please help by manually adding this source or increasing the website score?
It would be extremely helpful for our workflow.

Thank you very much!"
upstash/context7,3248379919,441,dxt support,closed,2025-07-21T12:03:09Z,2025-08-14T06:43:48Z,[],metalshanked,Can we add anthropics's new dxt packaging for this mcp server to enable one click install for hosts(clients) ?
upstash/context7,3246865640,439,How to properly make CLAUDE.md use context7 as needed?,closed,2025-07-21T00:52:00Z,2025-09-05T08:32:09Z,[],ftzi,I don't want to keep writing `use context7`. What should I write in my CLAUDE.md file to automatically use it when it's proper to do so?
upstash/context7,3246408814,438,Very first request through MCP Server is already rate limited,closed,2025-07-20T14:21:21Z,2025-07-24T11:58:48Z,[],kerimala,"<img width=""383"" height=""220"" alt=""Image"" src=""https://github.com/user-attachments/assets/f9b37676-bb72-4781-a693-2006351c1464"" />

I am using Trae and just wanted to try the MCP Server for Context7, however already on the first request I was immediately rate limited. I have never used Context7 ever before. "
upstash/context7,3245492471,434,Context7 as a VS Code MCP Server Extension,open,2025-07-19T17:45:09Z,2025-08-20T13:04:11Z,[],sandy081,"Hello Context7 Team,

I'm reaching out from the VS Code team to explore the possibility of making the Context7 MCP Server available as a VS Code extension.

Context7 serves as a useful developer tool for providing AI models with access to current documentation. Currently, users need to manually configure it as an MCP server in their editor to use it.

VS Code's Extensions Marketplace offers a robust ecosystem with built-in support for versioning, automatic updates, and centralized governance. To better serve the developer community, we recently introduced the MCP Server Provider API, which enables extensions to register as MCP servers [documentation here](https://code.visualstudio.com/api/extension-guides/ai/mcp#register-an-mcp-server-in-your-extension).

Publishing Context7 as a VS Code extension would provide several benefits:
- Enhanced discoverability through the Extensions Marketplace
- Simplified installation for end users
- Automatic updates and version management
- Broader adoption within the VS Code developer ecosystem

Converting your existing MCP server into a VS Code extension is straightforward and requires minimal changes:

1.  Add MCP Server contribution and context7 npm package dependency  in `package.json`

```json
""contributes"": {
    ""mcpServerDefinitionProviders"": [
      {
        ""id"": ""context7"",
        ""label"": ""Context7""
      }
    ]
  },
""dependencies"": {
    ""@upstash/context7-mcp"": ""1.0.14""
  }
```

2. Register the MCP Server provider during extension activation

```ts
import path from 'path';
import * as vscode from 'vscode';

export function activate(context: vscode.ExtensionContext) {
    context.subscriptions.push(vscode.lm.registerMcpServerDefinitionProvider('context7', {
        provideMcpServerDefinitions(): vscode.McpServerDefinition[] {
            return [
                new vscode.McpStdioServerDefinition(
                    'context7',
                    'node',
                    [
                        path.join(__dirname, '..', 'node_modules', '@upstash', 'context7-mcp', 'dist', 'index.js'),
                    ]
                )
            ];
        }
    }));
}

// This method is called when your extension is deactivated
export function deactivate() { }

```

We believe this would be a valuable addition to the VS Code ecosystem and would be happy to provide guidance throughout the development and publishing process. If you're interested in pursuing this opportunity, please let us know, and we can discuss any technical questions or requirements.

Thank you for considering this request, and we look forward to your thoughts."
upstash/context7,3245444492,433,S21,closed,2025-07-19T16:48:19Z,2025-07-22T05:38:36Z,[],MrQeli,
upstash/context7,3244974198,432,这个怎么解决呢？安装mcp时候都报这个错误,closed,2025-07-19T06:08:10Z,2025-07-19T07:20:52Z,[],suqinhai,"npm error code ENOENT npm error syscall lstat npm error path C:\Users\46745\AppData\Local\Programs\Microsoft VS Code\\${APPDATA} npm error errno -4058 npm error enoent ENOENT: no such file or directory, lstat 'C:\Users\46745\AppData\Local\Programs\Microsoft VS Code\\${APPDATA}' npm error enoent This is related to npm not being able to find a file. npm error enoent npm error A complete log of this run can be found in: C:\Users\46745\npm-cache_logs\2025-07-19T04_05_18_114Z-debug-0.log MCP error -32000: Connection closed
"
upstash/context7,3244681067,431,realie.ai - property data,closed,2025-07-19T00:25:18Z,2025-07-22T05:38:56Z,[],DLME2024,
